,Unnamed: 0,cool,date,eliteStatus,friends,funny,location,name,phone,ratings,review,reviewHistory,useful,userlink,username
19476,33,1.0,9/9/2015,,106,1.0,"Flushing, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,This is the only place in queens I know of that serves live octopus. If you and your friends want to be adventures then give it a try haha. Be sure to order the watermelon soju. It's very tasty and refreshing! This place can get a little pricey if you have a small group so I suggest come with at least 4 people. That's a nice round number to enjoy the food and watermelon soju :),24,1.0,/user_details?userid=esv-re8EeiMqBEohc3vDzA,Siva S.
19477,34,1.0,9/15/2014,,125,1.0,"Manhattan, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"This is a level up from the Korean restaurants by the Herald Square ktown row. Complimentary starters include sunny side up eggs in a sizzling skillet and ddukbokki that comes in a tin placed over the grill so that it is hot and bubbling. Come here with a group for the grilled meats and seafood or the large casseroles.They're also known for their live octopus - cut up and still moving/suctioning tentacles.Venue is cool with kpop music playing and waiters dressed in grandpa pants, hip hop style.",340,3.0,/user_details?userid=-jRu-ow3vczQ3zmfVleSFg,Katrina L.
19478,35,1.0,4/8/2015,,247,1.0,"Boston, MA",Sik Gaek Chun Ha,7183217770,4.0 star rating,"I have waited and waited perhaps YEARS before I finally tried Sik Gaek Chun Ha.  It's just not an easy feat when I don't live in New York anymore.  And even if I do come home, this place is too far and out of the way.  So at midnight after a long drive, I decided we must eat there.  No what no but and I know the reviews say go with a lot of people (which they are right) but it doesn't mean I can't eat it all.We ordered their renowned seafood hotpot and a side of live octopus.  I thought I was an adventurous eater but the live octopus sucking on my tongue really weird me out.  The server was shocked at how much food we ordered for two people.  But the heart wants what the heart wants - just ask Selena Gomez.It didn't help that the ban chan also included fried eggs and tteokbokki.  But the highlight was obviously the seafood hotpot.  It has every seafood I would ever want in a pot.  They were all fresh and kicking.  The servers did a lot of cutting and serving for us.  It was glorious and I would come back again.  The great thing about sharing this with just one other person is, you don't gotta fight for anything!Unfortunately, the left over was not that great the next day.  Especially because we ate most of the good stuff already.This place deserves a second visit, and a third.  Thumbs up!",180,2.0,/user_details?userid=evxG8WxjD7r0Z7XIjXWHmQ,Carrie L.
19479,36,1.0,2/10/2015,,128,1.0,"Long Island City, Queens, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,"I love the decor here. It's got long cafeteria style tables, kinda dark, kinda grungy like if you were eating outdoors on a hot summer night. Highly recommended for groups. The portions are huge! HUGE. It's meant for sharing family style. Regretfully came as a party of 3:( Ordered the butternut squash with seafood and cheese on top. Pretty good, and very unique. Enough for 4-5 people.Personally I enjoyed the seafood hot pot which comes with mussels, clams, some udon, bean sprouts, cabbage, shrimp, squid, naruto. Those clams... We're freaking ginormous! It was soooooo fresh!!! SO FRESH. But not everything was equally fresh, like the shrimp was likely frozen shrimp.  I love the abundance of veggies in this. Soup base is a typical korean spicy thin soup. Nothing crazy there. This dish was bought over to us already cooked, but there's the option to buy more ingredients to add to the pot.  It was actually suitable for 3 people without adding extra ingredients. Press the bell for service. Staff is helpful in answering questions. Not really any Bon chon (free table apps) besides some dukbokki, fried egg, and some veg with miso paste. Pricey here.... Meal was roughly  35$/per person.",267,4.0,/user_details?userid=yf96s32zLKPwOx6_aUX5CQ,Christy L.
19480,37,1.0,8/30/2015,,0,1.0,"Smithtown, NY",Sik Gaek Chun Ha,7183217770,5.0 star rating,"Finally tried live octopus, awesome. Waitresses are young and cool, will definitely come again.",3,1.0,/user_details?userid=Va-Di7I_Nb6hVOV-PbwdIg,R. S.
19481,38,1.0,4/17/2015,,76,1.0,"New York, NY",Sik Gaek Chun Ha,7183217770,3.0 star rating,"Long long time ago; like 3 years ago I try sik Gaek for the first time with a friend. It was delicious, it was different,  it was good. We go there often , but we visit the one in Roosevelt ave more often, in wood side. So recently I visited this sik Gaek . Honestly is pretty disappointing. In my mind, this is a awesome place so I bought my friend to try it out . I told them they have to try it , it is so good.  3 time with 3 different group. Very well , 3 time of disappointment. But the last visit was very disappointing. I try the oyster , it is huge; not a fan. We took it and grilled it. That's how big it was.I try the mussel soup, have to be at least 40 mussel in there. But is very sandy is not clean. Broth is okay is average . The seafood bbq is okay. I don't know maybe I'll try the seafood pot next time. But won't be any time soon.",7,1.0,/user_details?userid=mHikOyjBCCTGtCpbJ2c2DA,Gina L.
19482,39,1.0,2/13/2015,,62,1.0,"East Elmhurst, NY",Sik Gaek Chun Ha,7183217770,3.0 star rating,"The service was pretty bad. We had to ask three different person we were ready to order, all of whom chose to tell me that they don't take orders, but yet still would not alert the person who would. The food was great though; the seafood pot is definitely a must get, but the option for adding the lobster is kind of expensive. It cost an additional 40 dollars for one, and in most places, 40 dollars for a lobster is a little over priced. You can go into a Chinese restaurant and get 2 lobsters for that price. When you finish the whole pot, you can order a la carte items to be add in, and they also refill your soup too. The portion for the a la carte items are pretty big, so don't let price dissuade you from ordering more.Lastly the live octopus is a really unique experience. The taste is refreshing as it is only octopus and sesame oil with a dip on the side, but because the octopus is still moving, the octopus legs will still wiggle around and suction on to the top of you mouth or your tongue. Definitely a special plate that you need to try albeit the taste is just so so. Overall, I took off 2 stars because of the service because in my opinion, service is very important. Bad service can ruin the whole atmosphere of a meal and no matter how good the taste of the food is, when you are not in a mood to enjoy your food because of bad service, your food becomes less enjoyable.",19,2.0,/user_details?userid=cxCFb4YPQOPILmMr4HDHew,Ryan C.
19483,40,2.0,7/18/2015,,18,1.0,"Pasadena, CA",Sik Gaek Chun Ha,7183217770,2.0 star rating,"Damn you Bourdain!! You deceived me again!  I've been meaning to try this place ever since I saw it on one of the Bourdains' No Reservations.What a disappointment!  Order the haemul pajeon (seafood pancake) and the emperor seafood hotpot.  For $18, the pajeon was a disgrace, burn to a crisp and aside from couple of pieces of microscopic dried up shrimp, there were no seafood at all.  The $99 emperor seafood pot was as advertised, aesthetically.. large clams, fist size muscle, some shrimp, cheap snow crab legs (the ones you'd find at chinese buffett), squid, 1 abalone and a lobster. But be warned, after 10 minutes of non stop boiling, ALL of the seafood turned to tasteless rubber!The large clam were so chewy even from the start, we literally had to spit out every one.  The muscles pretty much turned to dried raisins after a while.  The broth was so salty that after 2 spoonful, I felt onset of kidney stones.We rushed to eat the lobster, and shrimp before they dried up and about the only thing that withstood the heat was the squid.It's common sense that fresh seafood should not be boiled senselessly, I should've known better then wasting time and $$ on this hotpot.",140,2.0,/user_details?userid=_T7pVpg4SRVscJWURA79Kg,Jeff J.
19484,41,2.0,7/11/2014,,186,3.0,"Flushing, NY",Sik Gaek Chun Ha,7183217770,4.0 star rating,"It is a pretty fun place for a casual night out with very good service and great food. Good space for larger groups and really fun dishes to try. They have great watermelon soju which we ordered this time, but their lychee soju is pretty tasty as I recall (tho that may just be me because it's made pretty light). Definitely a place to try if you're big on Korean food and more especially if you enjoy spicy food.  Oh and well, it has nothing to do with food really but they could use a quick scrub in the restrooms and maybe fix the door so it closes properly without a patron having to kick it out nearly knocking another patron in the face with it not realizing they're standing on the other side......... Just a thought. Excuse me now while I go digest my dinner parked in front of the TV as it sticks to my ribs.",382,3.0,/user_details?userid=3nTD3M4UA55bU1Il4it5Rg,Valerie K.
19485,42,1.0,1/6/2015,,32,1.0,"Woodside, NY",Sik Gaek Chun Ha,7183217770,3.0 star rating,"Further into Flushing driving down Northern Blvd towards Bayside, you will pass by Sik Gaek. I been here several times, and haven't had much to complain about but at the same time this place haven't ""Wowed"" me. Food: The thing that I love most about this restaurant is probably the Watermelon Soju. Every time I came here, I usually get the giant pot of seafood. Last time I checked, it is $100 and it is more than enough to share for 4 people. They do give some top notch seafood like abalone and many different types of clam and shellfish. They also provide fresh live octopus to cook in your pot when you order the seafood pot.I think everyone should try the live octopus (tentacles still wiggling) at least once. Be careful when you eat the live octopus because the suction cups on the arm pieces are still active when the dish is served so chew thoroughly so the suctions on the tentacles don't cling to your throat when you swallow. It is a choking hazard for people who had a little too much to drink. Usually the seafood pot is enough to keep 4 people happy and full. You can always request them to had in a packet of udon if you're craving it/hungrier than normal like we were. The service is good/responsive. They were really attentive and nice and try to accommodate as much as they possibly can. Their seafood pancake is also pretty good. I've never tried their raw oysters so I can't comment on them. I would definitely come back to this place every once in a while in the future. I would recommend giving this a try once to judge for yourself.P.S. Please keep in mind of their schedule. They are closed on Mondays. We made the mistake of trying to come here to eat one night (I'm not sure if it was Monday, but most likely it was). This was totally our fault for not calling or checking in to make sure they're opened. My friends and I didn't think about it because we thought the restaurant would be opened everyday.",72,4.0,/user_details?userid=KsIb53y9H-BkIKUGfmxfQA,Jacky Y.
